type,id,Name,Age,Notes-age,Gender,Location,County or unitary authority,Country or english region,dod_day,dod_month,dod_year,Notes-dod,blurb,Died on streets,In hospital,Temp accomm,Recording by,reporting_by,reporting_link,Other Links,img_file,img_credit,notes
text3,nihe0070,Unknown,41,,F,Mid & East Antrim,Mid & East Antrim,Northern Ireland,7,2,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0071,Unknown,49,,M,Antrim & Newtownabbey,Antrim & Newtownabbey,Northern Ireland,8,2,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0072,Unknown,54,,F,"Newry, Mourne & Down","Newry, Mourne & Down",Northern Ireland,9,2,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0073,Unknown,60,,M,Derry & Strabane,Derry & Strabane,Northern Ireland,9,2,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0074,Unknown,56,,M,Belfast,Belfast,Northern Ireland,9,2,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0075,Unknown,84,,F,Mid & East Antrim,Mid & East Antrim,Northern Ireland,14,2,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0076,Unknown,37,,F,Fermanagh & Omagh,Fermanagh & Omagh,Northern Ireland,15,2,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0077,Unknown,24,,M,Belfast,Belfast,Northern Ireland,17,2,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0078,Unknown,87,,F,Antrim & Newtownabbey,Antrim & Newtownabbey,Northern Ireland,19,2,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0079,Unknown,56,,F,"Newry, Mourne & Down","Newry, Mourne & Down",Northern Ireland,20,2,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0080,Unknown,23,,M,Belfast,Belfast,Northern Ireland,20,2,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0081,Unknown,51,,M,Antrim & Newtownabbey,Antrim & Newtownabbey,Northern Ireland,22,2,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0082,Unknown,50,,F,Mid Ulster,Mid Ulster,Northern Ireland,22,2,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0083,Unknown,53,,M,Belfast,Belfast,Northern Ireland,26,2,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0084,Unknown,82,,F,Derry & Strabane,Derry & Strabane,Northern Ireland,7,3,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0085,Unknown,78,,F,Derry & Strabane,Derry & Strabane,Northern Ireland,7,3,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0086,Unknown,60,,M,Ards & North Down,Ards & North Down,Northern Ireland,13,3,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0087,Unknown,35,,M,Belfast,Belfast,Northern Ireland,14,3,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0088,Unknown,23,,M,Belfast,Belfast,Northern Ireland,21,3,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0089,Unknown,60,,F,Belfast,Belfast,Northern Ireland,27,3,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0090,Unknown,59,,M,Derry & Strabane,Derry & Strabane,Northern Ireland,28,3,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0091,Unknown,60,,M,Belfast,Belfast,Northern Ireland,6,4,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0092,Unknown,53,,M,Mid & East Antrim,Mid & East Antrim,Northern Ireland,6,4,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0093,Unknown,29,,F,Belfast,Belfast,Northern Ireland,9,4,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0094,Unknown,59,,M,Derry & Strabane,Derry & Strabane,Northern Ireland,10,4,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0095,Unknown,82,,M,Belfast,Belfast,Northern Ireland,10,4,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0096,Unknown,24,,M,Derry & Strabane,Derry & Strabane,Northern Ireland,11,4,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0097,Unknown,70,,F,Belfast,Belfast,Northern Ireland,11,4,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0098,Unknown,84,,F,Derry & Strabane,Derry & Strabane,Northern Ireland,11,4,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0099,Unknown,77,,M,Mid & East Antrim,Mid & East Antrim,Northern Ireland,13,4,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0100,Unknown,46,,F,Belfast,Belfast,Northern Ireland,17,4,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0101,Unknown,34,,F,Causeway Coast & Glens,Causeway Coast & Glens,Northern Ireland,19,4,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0102,Unknown,21,,M,Belfast,Belfast,Northern Ireland,24,4,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0103,Unknown,34,,M,Belfast,Belfast,Northern Ireland,25,4,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0104,Unknown,77,,F,Belfast,Belfast,Northern Ireland,26,4,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0105,Unknown,77,,M,Ards & North Down,Ards & North Down,Northern Ireland,3,5,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0106,Unknown,57,,M,"Newry, Mourne & Down","Newry, Mourne & Down",Northern Ireland,3,5,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0107,Unknown,83,,F,Belfast,Belfast,Northern Ireland,4,5,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0108,Unknown,79,,F,Mid & East Antrim,Mid & East Antrim,Northern Ireland,9,5,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0109,Unknown,56,,M,Belfast,Belfast,Northern Ireland,10,5,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0110,Unknown,41,,F,Ards & North Down,Ards & North Down,Northern Ireland,14,5,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0111,Unknown,66,,M,Belfast,Belfast,Northern Ireland,16,5,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0112,Unknown,55,,M,Mid & East Antrim,Mid & East Antrim,Northern Ireland,16,5,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0113,Unknown,81,,M,Antrim & Newtownabbey,Antrim & Newtownabbey,Northern Ireland,17,5,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0114,Unknown,76,,M,Mid & East Antrim,Mid & East Antrim,Northern Ireland,22,5,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0115,Unknown,79,,M,Mid & East Antrim,Mid & East Antrim,Northern Ireland,23,5,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0116,Unknown,58,,F,"Newry, Mourne & Down","Newry, Mourne & Down",Northern Ireland,24,5,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0117,Unknown,60,,M,Belfast,Belfast,Northern Ireland,24,5,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0118,Unknown,70,,M,"Newry, Mourne & Down","Newry, Mourne & Down",Northern Ireland,12,6,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0119,Unknown,30,,M,Mid Ulster,Mid Ulster,Northern Ireland,13,6,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0120,Unknown,72,,F,"Newry, Mourne & Down","Newry, Mourne & Down",Northern Ireland,14,6,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0121,Unknown,62,,F,Antrim & Newtownabbey,Antrim & Newtownabbey,Northern Ireland,14,6,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0122,Unknown,57,,M,"Newry, Mourne & Down","Newry, Mourne & Down",Northern Ireland,18,6,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0123,Unknown,54,,M,Mid & East Antrim,Mid & East Antrim,Northern Ireland,20,6,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0124,Unknown,59,,F,Belfast,Belfast,Northern Ireland,23,6,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0125,Unknown,83,,M,Belfast,Belfast,Northern Ireland,26,6,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0126,Unknown,69,,M,Derry & Strabane,Derry & Strabane,Northern Ireland,3,7,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0127,Unknown,66,,M,Belfast,Belfast,Northern Ireland,5,7,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0128,Unknown,78,,M,Antrim & Newtownabbey,Antrim & Newtownabbey,Northern Ireland,6,7,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0129,Unknown,34,,M,"Newry, Mourne & Down","Newry, Mourne & Down",Northern Ireland,7,7,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0130,Unknown,71,,M,Ards & North Down,Ards & North Down,Northern Ireland,9,7,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0131,Unknown,38,,F,"Newry, Mourne & Down","Newry, Mourne & Down",Northern Ireland,10,7,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0132,Unknown,75,,F,Belfast,Belfast,Northern Ireland,16,7,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0133,Unknown,23,,F,Belfast,Belfast,Northern Ireland,20,7,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0134,Unknown,46,,M,Ards & North Down,Ards & North Down,Northern Ireland,25,7,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0135,Unknown,71,,M,Causeway Coast & Glens,Causeway Coast & Glens,Northern Ireland,26,7,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0136,Unknown,62,,F,"Newry, Mourne & Down","Newry, Mourne & Down",Northern Ireland,30,7,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0137,Unknown,51,,M,Mid & East Antrim,Mid & East Antrim,Northern Ireland,9,8,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0138,Unknown,55,,M,Belfast,Belfast,Northern Ireland,9,8,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0139,Unknown,33,,M,"Newry, Mourne & Down","Newry, Mourne & Down",Northern Ireland,10,8,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0140,Unknown,76,,F,Belfast,Belfast,Northern Ireland,13,8,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0141,Unknown,29,,M,Ards & North Down,Ards & North Down,Northern Ireland,13,8,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0142,Unknown,59,,M,Ards & North Down,Ards & North Down,Northern Ireland,14,8,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0143,Unknown,68,,M,Belfast,Belfast,Northern Ireland,15,8,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0144,Unknown,31,,M,Belfast,Belfast,Northern Ireland,15,8,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0145,Unknown,87,,F,Belfast,Belfast,Northern Ireland,16,8,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0146,Unknown,78,,F,Belfast,Belfast,Northern Ireland,22,8,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0147,Unknown,23,,M,Antrim & Newtownabbey,Antrim & Newtownabbey,Northern Ireland,28,8,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0148,Unknown,60,,F,Belfast,Belfast,Northern Ireland,29,8,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0149,Unknown,75,,F,Lisburn & Castlereagh,Lisburn & Castlereagh,Northern Ireland,4,9,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0150,Unknown,64,,M,Mid & East Antrim,Mid & East Antrim,Northern Ireland,7,9,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0151,Unknown,29,,F,Derry & Strabane,Derry & Strabane,Northern Ireland,7,9,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0152,Unknown,40,,F,Belfast,Belfast,Northern Ireland,18,9,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0153,Unknown,86,,M,Ards & North Down,Ards & North Down,Northern Ireland,22,9,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0154,Unknown,84,,F,Belfast,Belfast,Northern Ireland,24,9,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0155,Unknown,45,,M,Belfast,Belfast,Northern Ireland,25,9,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0156,Unknown,84,,F,Derry & Strabane,Derry & Strabane,Northern Ireland,26,9,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0157,Unknown,97,,F,Ards & North Down,Ards & North Down,Northern Ireland,30,9,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0158,Unknown,75,,F,"Newry, Mourne & Down","Newry, Mourne & Down",Northern Ireland,3,10,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0159,Unknown,42,,M,Belfast,Belfast,Northern Ireland,4,10,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0160,Unknown,30,,M,Belfast,Belfast,Northern Ireland,5,10,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0161,Unknown,79,,M,Lisburn & Castlereagh,Lisburn & Castlereagh,Northern Ireland,9,10,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0162,Unknown,65,,F,Belfast,Belfast,Northern Ireland,10,10,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0163,Unknown,30,,M,Belfast,Belfast,Northern Ireland,16,10,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0164,Unknown,91,,M,Fermanagh & Omagh,Fermanagh & Omagh,Northern Ireland,16,10,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0165,Unknown,58,,M,Belfast,Belfast,Northern Ireland,20,10,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0166,Unknown,29,,F,Lisburn & Castlereagh,Lisburn & Castlereagh,Northern Ireland,22,10,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0167,Unknown,53,,F,Mid & East Antrim,Mid & East Antrim,Northern Ireland,25,10,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0168,Unknown,53,,F,Belfast,Belfast,Northern Ireland,30,10,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0169,Unknown,20,,M,Belfast,Belfast,Northern Ireland,31,10,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0170,Unknown,55,,F,Belfast,Belfast,Northern Ireland,6,11,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0171,Unknown,70,,F,Belfast,Belfast,Northern Ireland,15,11,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0172,Unknown,41,,M,Causeway Coast & Glens,Causeway Coast & Glens,Northern Ireland,15,11,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0173,Unknown,48,,F,Belfast,Belfast,Northern Ireland,21,11,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0174,Unknown,86,,F,Causeway Coast & Glens,Causeway Coast & Glens,Northern Ireland,23,11,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0175,Unknown,70,,F,Antrim & Newtownabbey,Antrim & Newtownabbey,Northern Ireland,24,11,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0176,Unknown,101,,F,Belfast,Belfast,Northern Ireland,27,11,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0177,Unknown,92,,F,Belfast,Belfast,Northern Ireland,28,11,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0178,Unknown,83,,M,Belfast,Belfast,Northern Ireland,29,11,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0179,Unknown,81,,M,Belfast,Belfast,Northern Ireland,30,11,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0180,Unknown,40,,M,Belfast,Belfast,Northern Ireland,5,12,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0181,Unknown,73,,M,Derry & Strabane,Derry & Strabane,Northern Ireland,7,12,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0182,Unknown,28,,M,Derry & Strabane,Derry & Strabane,Northern Ireland,10,12,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0183,Unknown,70,,F,Antrim & Newtownabbey,Antrim & Newtownabbey,Northern Ireland,10,12,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0184,Unknown,68,,M,Belfast,Belfast,Northern Ireland,11,12,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0185,Unknown,25,,M,Belfast,Belfast,Northern Ireland,13,12,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0186,Unknown,48,,F,Derry & Strabane,Derry & Strabane,Northern Ireland,18,12,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0187,Unknown,27,,M,Belfast,Belfast,Northern Ireland,19,12,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0188,Unknown,83,,M,Mid & East Antrim,Mid & East Antrim,Northern Ireland,19,12,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0189,Unknown,78,,M,Mid & East Antrim,Mid & East Antrim,Northern Ireland,21,12,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0190,Unknown,43,,M,Belfast,Belfast,Northern Ireland,31,12,2018,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0191,Unknown,67,,M,Fermanagh & Omagh,Fermanagh & Omagh,Northern Ireland,3,1,2019,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0192,Unknown,91,,M,Derry & Strabane,Derry & Strabane,Northern Ireland,3,1,2019,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0193,Unknown,96,,F,Ards & North Down,Ards & North Down,Northern Ireland,4,1,2019,,,,,,TBIJ,a FOI request,,,,,
text3,nihe0194,Unknown,38,,F,"Newry, Mourne & Down","Newry, Mourne & Down",Northern Ireland,7,1,2019,,,,,,TBIJ,a FOI request,,,,,
